Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
2001,flat,adani m2k oyster grande,sector 102,2.6,10008.0,3,3,3,2.0,Relatively New,2351.0,1,1,1,0,0,1,118
2002,flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,9.0,Relatively New,1413.0,0,1,0,0,0,1,49
2003,house,independent,sector 26,18.9,41833.0,6,8,2,3.0,Relatively New,4518.0,1,1,1,1,0,2,120
2004,house,independent,sector 17,3.5,24306.0,2,6,3+,3.0,Old Property,1440.0,0,0,0,0,0,1,0
2005,flat,adani m2k oyster grande,sector 102,2.5,7817.0,4,5,3+,5.0,Relatively New,2894.0,0,1,0,0,0,1,76
2006,flat,"new colony, gurgaon",sector 7,0.8,8097.0,3,2,1,4.0,Relatively New,1100.0,0,0,0,0,0,2,69
2007,flat,hero homes,sector 104,1.75,10361.0,3,3,3,2.0,Under Construction,1529.0,0,0,0,0,0,1,30
2008,flat,mahindra luminare,sector 59,5.8,19174.0,3,4,3,16.0,New Property,3361.0,0,1,0,0,0,2,49
2009,flat,awho sispal vihar,sector 49,2.0,7262.0,4,3,3+,4.0,Old Property,2492.0,0,0,0,0,0,1,65
2010,flat,ireo the grand arch,sector 58,2.2,16000.0,2,2,1,5.0,Relatively New,1528.0,0,0,0,1,0,2,49
2011,flat,dlf the ultima,sector 81,3.5,11686.0,4,5,3+,7.0,Relatively New,2577.0,0,1,0,0,0,0,174
2012,flat,dlf express greens,manesar,1.6,6809.0,4,6,3+,4.0,Relatively New,2611.0,1,1,0,1,0,1,49
2014,flat,ss the leaf,sector 85,2.15,8929.0,3,5,3,2.0,New Property,2179.0,0,0,0,0,0,1,53
2015,flat,rof ananda,sector 95,0.2,5464.0,1,1,1,9.0,Relatively New,407.0,0,0,0,1,0,1,52
2016,flat,bestech park view grand spa,sector 81,3.0,9419.0,4,5,2,6.0,Relatively New,2882.0,0,1,0,0,0,2,110
2017,flat,signature global park,sohna road,0.58,7056.0,2,2,2,3.0,Relatively New,822.0,0,0,0,0,0,1,58
2018,flat,m3m skycity,sector 65,2.85,15591.0,3,3,3,43.0,Under Construction,1828.0,0,0,0,0,0,1,115
2019,flat,adani m2k oyster grande,sector 102,2.4,9306.0,3,4,3+,3.0,Relatively New,2334.0,1,0,0,0,0,2,49
2020,flat,tata primanti,sector 72,6.5,15294.0,4,4,3+,0.0,Relatively New,3846.0,1,1,0,1,0,1,67
2021,flat,mapsko mount ville,sector 79,1.28,8556.0,3,3,3,16.0,Relatively New,1265.0,1,0,0,0,0,2,128
2022,flat,hsiidc sidco shivalik apartments,manesar,0.85,5102.0,3,2,2,5.0,Moderately Old,1508.0,0,0,0,0,0,1,0
2023,flat,indiabulls enigma,sector 110,4.25,10954.0,5,5,3+,4.0,Relatively New,3511.0,0,1,0,0,0,1,101
2024,flat,ansal housing highland park,sector 103,0.8,5878.0,2,2,3,3.0,New Property,1089.0,0,0,0,1,0,1,174
2025,flat,m3m heights,sector 65,2.25,13612.0,2,2,3,5.0,Under Construction,1592.0,0,0,0,0,0,1,48
2026,house,international city by sobha phase 2,sector 109,10.0,27778.0,4,5,3+,2.0,New Property,3600.0,1,1,0,1,1,2,49
2027,flat,signature global city,sector 37d,0.8,8421.0,2,2,2,2.0,Under Construction,860.0,0,0,0,0,0,1,42
2028,flat,conscient elevate,sector 59,4.02,17501.0,3,3,1,3.0,Under Construction,2550.0,0,0,0,0,0,1,31
2029,flat,indiabulls centrum park,sector 103,2.4,8348.0,4,6,3+,15.0,Relatively New,2456.0,0,1,0,0,0,1,156
2030,flat,vatika gurgaon,sector 83,1.12,6455.0,3,3,2,17.0,Moderately Old,1500.0,0,0,0,0,0,2,111
2031,flat,antriksh heights,sector 84,1.05,5012.0,4,4,3+,3.0,New Property,1896.0,1,0,0,0,0,1,66
2032,flat,cghs vidya enclave,sector 56,1.7,10968.0,3,2,3,6.0,Old Property,1585.0,0,0,1,0,0,1,101
2033,flat,ss,sector 85,2.1,7468.0,4,4,3,2.0,Relatively New,2600.0,0,0,0,0,0,1,49
2034,flat,ambience lagoon,sector 24,4.25,13281.0,3,4,3+,3.0,Old Property,3201.0,0,1,0,1,0,2,143
2035,flat,conscient heritage max,sector 102,2.22,13875.0,3,4,3+,15.0,Relatively New,2000.0,1,1,0,0,0,1,82
2036,house,shivaji nagar residential,sector 11,3.08,11407.0,6,4,2,1.0,Moderately Old,2700.0,0,0,0,0,0,1,0
2037,flat,shapoorji pallonji joyville gurugram,sector 102,2.5,13998.0,3,3,3,15.0,Under Construction,1653.0,0,0,0,0,0,1,151
2038,flat,aipl club residences,sector 70a,0.95,10215.0,2,2,1,11.0,New Property,930.0,0,0,0,0,0,2,103
2040,house,independent,sector 43,9.5,42222.0,5,5,3+,2.0,Relatively New,2250.0,0,1,0,1,0,2,88
2041,flat,imperia the esfera,sector 37c,0.87,5513.0,2,3,3+,5.0,Relatively New,1300.0,1,0,0,0,0,1,109
2042,flat,divya apartments,sector 6,0.6,7595.0,2,2,0,2.0,Relatively New,790.0,0,0,0,0,0,2,15
2043,flat,tulip violet,sector 69,1.2,8889.0,2,3,1,0.0,Relatively New,1222.0,0,0,0,0,0,1,150
2044,flat,m3m woodshire,sector 107,1.3,8922.0,3,3,3+,4.0,Relatively New,1554.0,0,0,0,1,0,2,174
2045,flat,signature global park,sohna road,0.9,8036.0,3,2,0,2.0,Under Construction,1120.0,0,0,0,0,0,1,58
2046,flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,3,3,3,0.0,Relatively New,1493.0,1,1,0,0,0,2,159
2048,flat,central park flower valley cerise floors,sector 33,1.3,10744.0,2,2,2,3.0,New Property,1095.0,1,0,0,0,0,1,22
2049,flat,shree balaji appartment,sector 33,0.4,5000.0,2,2,2,1.0,Relatively New,724.0,0,0,0,0,0,0,0
2050,flat,ild greens,sector 37c,0.9,5614.0,3,3,3,0.0,Under Construction,1500.0,0,0,0,0,0,1,66
2051,flat,dlf park place,sector 54,4.85,25867.0,3,4,3+,25.0,Relatively New,1875.0,0,1,0,0,0,2,26
2052,flat,signature global park,sohna road,0.54,6506.0,2,2,1,2.0,Relatively New,922.0,0,0,0,0,0,1,16
2054,flat,orris aster court premier,sector 85,1.5,5859.0,4,5,3+,6.0,New Property,2017.0,0,1,0,0,0,2,28
2055,flat,m3m woodshire,sector 107,1.29,8836.0,3,3,3+,1.0,Relatively New,1690.0,0,0,0,1,0,2,174
2056,flat,breez global hill view,sohna road,2.6,5215.0,2,2,2,6.0,New Property,4986.0,0,0,0,0,0,1,42
2057,house,independent,sector 26,4.5,33333.0,3,3,2,2.0,Old Property,1350.0,0,0,0,1,0,2,58
2058,house,jacob pura,sector 12,0.35,9722.0,2,1,0,2.0,Old Property,360.0,0,0,0,0,0,1,0
2059,flat,shree vardhman victoria,sector 70,1.62,8308.0,3,5,3,9.0,Relatively New,1527.0,0,1,0,0,0,1,43
2060,flat,ss the leaf,sector 85,1.3,10484.0,2,2,3+,10.0,Relatively New,1491.0,0,0,1,0,0,1,148
2061,flat,sbtl caladium,sector 109,1.88,6154.0,4,5,3,10.0,Relatively New,2765.0,0,0,0,0,0,1,110
2062,flat,ats kocoon,sector 109,1.7,9742.0,3,3,3,22.0,Relatively New,1550.0,0,0,0,0,0,1,74
2063,house,independent,sector 46,4.35,23693.0,3,8,2,3.0,Relatively New,1836.0,1,0,0,1,0,2,19
2064,flat,ss the leaf,sector 85,2.15,7646.0,4,5,3+,1.0,Relatively New,2545.0,0,1,0,0,0,1,165
2065,flat,m3m the marina,sector 68,1.45,9615.0,3,2,3+,9.0,New Property,1365.0,0,0,0,0,0,1,0
2066,flat,ansal heights 86,sector 86,0.78,5735.0,2,2,2,8.0,New Property,1360.0,0,0,0,0,0,1,72
2067,flat,ireo the grand arch,sector 58,3.83,21577.0,3,4,2,10.0,Relatively New,2000.0,1,1,0,0,0,2,174
2068,flat,raheja navodaya,sector 92,0.62,4806.0,2,2,2,5.0,New Property,1498.0,0,0,0,0,0,1,0
2069,flat,paras dews,sector 106,1.4,9979.0,4,6,3+,10.0,Relatively New,1535.0,0,1,0,0,0,1,174
2070,flat,satya element one,sector 49,0.94,14009.0,1,2,2,2.0,Moderately Old,746.0,0,0,0,0,0,1,0
2071,flat,chintels paradiso,sector 109,2.0,7605.0,4,4,2,11.0,Relatively New,2380.0,0,1,0,1,0,1,64
2072,flat,.,gwal pahari,7.0,10999.0,4,4,3+,6.0,Relatively New,5430.0,0,1,0,0,0,1,52
2073,flat,satya element one,sector 49,0.8,11111.0,1,1,1,0.0,Moderately Old,720.0,0,0,0,0,0,1,0
2075,house,tata primanti,sector 72,8.6,12286.0,4,5,3+,3.0,Relatively New,7000.0,0,0,0,0,0,2,30
2076,flat,indiabulls enigma,sector 110,3.45,10147.0,4,4,3,9.0,Moderately Old,3077.0,0,1,0,0,0,2,125
2077,house,independent,sector 50,7.0,32407.0,3,2,0,1.0,Moderately Old,2160.0,0,0,0,0,0,1,0
2078,flat,dlf regal gardens,sector 90,1.8,7223.0,4,4,3+,7.0,Moderately Old,2005.0,0,0,0,0,0,1,38
2079,flat,orris aster court premier,sector 85,1.49,5820.0,4,5,3+,10.0,Relatively New,2017.0,0,1,0,0,0,2,84
2080,flat,ashiana anmol,sohna road,0.88,11125.0,2,2,2,13.0,Relatively New,1016.0,0,0,0,0,0,0,127
2081,house,independent,sector 14,7.5,16600.0,3,3,2,1.0,Old Property,4518.0,1,1,0,1,0,2,27
2083,house,bptp visionnaire,sector 70a,4.0,6666.0,4,4,3+,2.0,Relatively New,6000.0,0,1,0,0,0,1,154
2084,flat,microtek greenburg,sector 86,1.25,8446.0,2,2,3,13.0,Moderately Old,1339.0,1,0,0,0,0,1,6
2085,house,independent,sector 43,8.5,31481.0,5,5,3,3.0,Moderately Old,2700.0,0,1,0,0,0,2,113
2086,flat,millenium bajrang society,sector 43,2.5,9434.0,4,4,3+,2.0,Relatively New,2398.0,0,0,0,0,0,2,94
2087,flat,signature global park,sohna road,0.78,6404.0,3,3,3,1.0,Relatively New,1344.0,0,0,0,1,0,1,150
2088,house,independent,sector 12,3.5,14787.0,8,8,3+,3.0,Relatively New,4800.0,1,1,0,1,0,0,77
2089,flat,signature global park,sohna road,0.68,8252.0,2,2,2,3.0,New Property,916.0,0,0,0,0,0,1,113
2090,flat,silverglades the melia,sohna road,0.75,5556.0,2,2,2,4.0,Moderately Old,1350.0,0,0,0,0,0,1,70
2091,flat,smart world gems,sector 89,1.13,8503.0,3,3,2,4.0,Under Construction,1473.0,1,0,0,0,0,1,115
2092,flat,godrej summit,sector 104,0.98,5950.0,3,3,3,12.0,Relatively New,1490.0,0,0,0,0,1,1,79
2093,flat,dlf regal gardens,sector 90,1.29,9021.0,3,3,3,7.0,Relatively New,1540.0,1,0,0,0,0,1,174
2094,flat,gls arawali homes,sohna road,0.3,6237.0,2,2,2,4.0,Relatively New,524.0,0,0,0,0,0,0,120
2095,flat,alpha corp gurgaonone,sector 84,2.24,6523.0,4,4,3,12.0,Relatively New,3165.0,0,1,0,0,0,1,20
2097,flat,central park flower valley,sector 33,2.15,13522.0,3,3,3+,1.0,New Property,1439.0,0,0,0,0,0,1,31
2098,flat,ats triumph,sector 104,2.52,8000.0,4,4,3+,19.0,Relatively New,2800.0,0,1,1,0,0,2,156
2099,house,independent,sector 2,0.7,7778.0,1,1,0,1.0,Moderately Old,900.0,0,0,0,0,0,1,0
2100,flat,conscient heritage max,sector 102,1.75,9063.0,3,4,3+,16.0,Relatively New,1748.0,0,1,0,0,0,1,134
2101,house,independent,sector 5,3.75,11029.0,5,5,3+,3.0,Old Property,3400.0,0,0,0,0,0,1,0
2102,house,unitech deerwood chase,sector 50,15.0,33333.0,4,4,2,2.0,Moderately Old,4500.0,0,1,0,0,0,1,160
2103,house,vatika independent floors,sector 82,1.4,8235.0,3,3,2,3.0,New Property,1700.0,0,0,0,1,0,1,61
2104,house,shivpuri,sector 7,2.4,8889.0,10,5,3,2.0,Old Property,2700.0,1,1,0,1,0,1,8
2105,flat,experion windchants,sector 112,2.6,10651.0,2,2,3,8.0,Relatively New,2441.0,0,0,0,0,0,1,168
2106,flat,emaar digihomes,sector 62,2.1,14257.0,2,2,2,30.0,New Property,1365.0,0,1,0,0,0,1,52
2107,flat,pyramid urban homes 2,sector 86,0.43,8583.0,2,2,1,6.0,New Property,557.0,0,0,0,0,1,1,72
2108,flat,the close south,sector 50,3.25,12810.0,3,4,3+,4.0,Old Property,2819.0,0,1,0,0,0,2,135
2109,house,malibu towne,sector 47,8.81,27191.0,8,6,3+,3.0,Moderately Old,3240.0,1,1,0,0,1,2,27
2110,flat,avl 36 gurgaon,sector 36a,0.4,10204.0,1,1,1,4.0,Relatively New,436.0,0,0,0,0,0,1,35
2112,flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4,4,3,3.0,Relatively New,2194.0,1,1,0,0,0,1,28
2113,house,independent,sector 43,9.85,29642.0,5,5,2,3.0,Old Property,3323.0,1,1,0,1,0,1,21
2114,flat,dlf new town heights,sector 90,1.25,8639.0,3,4,3+,0.0,Old Property,1608.0,0,1,0,0,0,0,31
2115,flat,emaar digihomes,sector 62,3.95,15263.0,3,3,3,33.0,New Property,2876.0,0,1,0,0,0,2,49
2116,flat,dlf regency park,sector 28,1.24,12400.0,2,2,3+,19.0,Moderately Old,1050.0,0,0,0,1,0,2,157
2117,flat,railway officers rpf society,sector 9a,1.3,5039.0,4,4,3+,9.0,Old Property,2580.0,0,0,0,0,0,1,0
2118,house,independent,sector 25,4.31,31926.0,5,4,3,3.0,Old Property,1350.0,0,0,0,0,0,1,40
2119,flat,sare homes,sector 92,0.6,5000.0,3,2,3,4.0,Moderately Old,1333.0,0,0,0,0,0,2,49
2120,flat,m3m heights,sector 65,3.29,17998.0,3,3,3,33.0,New Property,1828.0,0,0,0,0,0,1,49
2121,house,independent,sector 12,2.75,12343.0,6,6,2,2.0,Old Property,2228.0,0,0,0,0,0,1,0
2122,flat,the close north,sector 50,2.7,9982.0,3,3,3+,3.0,Moderately Old,2357.0,0,1,0,0,0,1,117
2123,flat,tulip violet,sector 69,1.51,9569.0,3,3,2,0.0,Relatively New,1325.0,0,0,0,1,0,0,165
2124,flat,bestech altura,sector 79,2.55,9533.0,4,5,2,4.0,New Property,2675.0,0,1,0,0,0,1,44
2125,flat,the lions cghs,sector 56,2.09,8708.0,4,4,3+,7.0,Relatively New,2300.0,0,0,0,0,1,2,125
2126,flat,shri banke bihari society,sector 56,1.37,9133.0,3,3,3+,2.0,Old Property,1450.0,0,0,0,0,1,1,174
2127,flat,raheja maheshwara,sohna road,0.48,4368.0,2,2,2,11.0,Under Construction,995.0,0,0,0,0,0,1,45
2128,house,independent,sector 40,2.15,23889.0,3,3,3,3.0,Moderately Old,900.0,1,0,1,1,0,1,45
2129,flat,dlf the ultima,sector 81,3.46,12047.0,4,4,3+,10.0,New Property,2599.0,0,1,0,0,0,0,161
2130,house,independent,sector 26,19.0,42222.0,6,8,3+,3.0,Moderately Old,4500.0,1,1,1,1,0,2,103
2131,flat,godrej air,sector 85,2.5,13797.0,4,5,3+,16.0,Under Construction,2013.0,1,0,0,1,1,2,44
2132,flat,signature global park,sohna road,0.75,6938.0,2,2,0,1.0,Relatively New,1081.0,0,0,0,0,0,1,58
2133,flat,m3m heights,sector 65,3.0,17996.0,3,3,3,20.0,Under Construction,1667.0,0,0,0,0,0,1,60
2134,flat,vatika gurgaon,sector 83,1.12,6455.0,3,3,2,4.0,Relatively New,1200.0,1,1,1,1,0,2,165
2135,flat,bestech park view sanskruti,sector 92,1.42,7760.0,3,3,2,10.0,Relatively New,1738.0,0,0,0,0,0,1,117
2136,flat,tarc maceo,sector 91,1.9,6975.0,4,4,3,9.0,Relatively New,2465.0,0,1,0,0,0,1,120
2138,house,unitech espace,sector 50,7.42,34352.0,4,4,3,2.0,Old Property,3200.0,0,0,0,0,0,2,88
2140,flat,mapsko casa bella,sector 82,1.25,6378.0,3,4,3+,8.0,Under Construction,1774.0,0,0,0,0,0,1,54
2141,flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960.0,3,3,3,9.0,Relatively New,1852.0,0,0,0,0,0,1,72
2142,flat,godrej nature plus,sector 33,1.7,12593.0,3,3,3+,6.0,New Property,1500.0,0,1,0,0,0,1,38
2143,flat,smart world orchard,sector 61,1.47,12783.0,2,2,2,4.0,New Property,1278.0,1,0,0,1,0,1,53
2144,flat,vatika the seven lamps,sector 82,1.39,6411.0,3,3,3+,11.0,Relatively New,1955.0,1,1,0,0,0,2,117
2145,flat,emaar palm gardens,sector 83,1.75,9211.0,3,3,3,6.0,Relatively New,1600.0,0,1,0,0,0,2,150
2146,flat,emaar digihomes,sector 62,2.45,16003.0,2,2,2,7.0,New Property,1200.0,1,0,0,0,0,0,174
2147,house,ireo victory valley,sector 67,8.0,22222.0,6,7,3+,51.0,Moderately Old,3600.0,1,1,0,1,0,2,49
2148,flat,paras dews,sector 106,1.32,5605.0,4,5,3+,11.0,Relatively New,1535.0,0,1,0,0,0,1,49
2149,flat,signature global solera,sector 107,0.52,8062.0,3,2,2,5.0,Relatively New,717.0,0,0,0,0,1,1,15
2150,flat,la vida by tata housing,sector 113,1.45,11364.0,2,2,2,6.0,Relatively New,1080.0,0,0,0,0,0,1,80
2151,flat,signature global solera,sector 107,0.28,5680.0,2,2,2,6.0,Relatively New,543.0,0,0,0,0,0,1,45
2152,flat,bestech park view ananda,sector 81,1.15,6928.0,3,2,3+,12.0,Relatively New,1352.0,0,0,0,0,0,1,101
2153,house,independent,sector 43,2.1,4250.0,10,10,3+,5.0,New Property,549.0,0,1,0,0,0,1,20
2154,house,independent,sector 105,0.65,9028.0,3,2,1,1.0,Relatively New,720.0,0,0,0,1,1,1,14
2155,flat,godrej icon,sector 88a,1.31,8101.0,2,2,3+,3.0,Relatively New,1463.0,1,0,0,0,0,1,102
2156,flat,vatika gurgaon,sector 83,0.75,6024.0,2,2,2,19.0,Relatively New,1150.0,0,0,0,0,1,2,105
2157,flat,ats triumph,sector 104,1.8,7860.0,3,4,3,14.0,New Property,2544.0,0,0,0,0,0,1,60
2158,flat,ats kocoon,sector 109,2.22,10597.0,3,4,3,14.0,Relatively New,1860.0,1,1,1,1,0,1,45
2159,flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,10.0,Relatively New,1300.0,0,1,0,0,0,1,46
2160,house,independent,sector 2,2.55,16378.0,3,3,2,2.0,Old Property,1557.0,0,0,0,0,0,1,8
2161,house,dlf city plots phase 2,sector 25,10.5,29022.0,4,4,2,2.0,Old Property,3618.0,0,1,0,1,0,2,91
2162,flat,imperia the esfera,sector 37c,1.4,5385.0,4,5,3,9.0,Relatively New,2343.0,1,1,0,1,1,1,49
2163,flat,signature global park,sohna road,0.52,6326.0,2,2,2,3.0,Relatively New,913.0,0,0,0,1,0,1,161
2164,flat,breez global hill view,sohna road,0.3,5405.0,2,2,2,6.0,New Property,605.0,0,0,0,0,0,1,109
2165,flat,conscient heritage max,sector 102,1.9,9784.0,3,4,3+,20.0,Relatively New,1757.0,0,1,0,0,0,1,165
2166,house,vipul tatvam villa,sector 48,8.5,26235.0,4,4,2,2.0,Moderately Old,3240.0,0,1,1,1,0,1,88
2167,house,suncity township,sector 54,2.0,3440.0,9,9,3,11.0,Relatively New,60.0,0,1,0,0,0,0,7
2168,flat,emaar mgf emerald floors premier,sector 65,2.79,14127.0,4,4,3+,2.0,Relatively New,2194.0,1,1,0,0,0,0,174
2169,house,independent,sector 25,11.0,35530.0,5,5,3+,2.0,Relatively New,3096.0,1,1,1,1,0,1,29
2170,flat,antriksh heights,sector 84,0.85,4928.0,3,3,3+,10.0,Relatively New,1561.0,1,0,0,0,0,1,52
2171,flat,suncity avenue 76,sector 76,0.55,7422.0,2,2,2,9.0,Under Construction,823.0,0,0,0,0,0,1,26
2172,flat,central park 2 bellevue,sector 48,2.75,10755.0,3,4,3+,3.0,Moderately Old,2574.0,0,0,0,0,0,1,32
2173,house,housing board colony,sector 28,2.1,23333.0,2,8,3+,4.0,Moderately Old,900.0,0,0,0,0,1,2,38
2174,house,independent,sector 23,2.4,12000.0,3,3,2,2.0,Moderately Old,2000.0,0,0,1,1,0,1,28
2175,flat,ashiana mulberry,sohna road,0.9,6143.0,2,2,3+,7.0,Moderately Old,1100.0,1,0,0,0,0,2,156
2176,flat,signature global city,sector 37d,1.25,6083.0,3,3,3,4.0,Under Construction,2283.0,0,0,0,0,0,1,16
2177,house,emaar emerald hills,sector 65,12.5,34722.0,4,4,3+,2.0,Relatively New,3600.0,1,1,0,0,0,1,56
2178,flat,ramsons kshitij,sector 95,0.28,3651.0,2,2,2,5.0,New Property,694.0,0,0,0,0,1,1,0
2179,house,dlf city phase 1,sector 26,5.5,30556.0,4,4,3+,2.0,Moderately Old,1800.0,0,0,1,1,0,1,49
2180,house,naman residency,sector 4,0.5,11111.0,2,2,2,2.0,New Property,450.0,1,1,0,1,1,1,14
2181,house,independent,sector 26,6.0,33333.0,3,5,3+,3.0,Old Property,1800.0,0,0,0,0,0,2,9
2182,flat,orris carnation residency,sector 85,0.72,4881.0,3,3,2,9.0,Moderately Old,1350.0,0,0,0,0,1,1,49
2183,flat,tulip violet,sector 69,1.36,8619.0,3,3,1,12.0,Relatively New,1291.0,0,0,0,1,0,1,95
2184,flat,godrej frontier,sector 80,1.1,5705.0,3,3,3,8.0,Moderately Old,1580.0,0,1,0,0,0,1,111
2185,flat,tulip violet,sector 69,1.95,9701.0,4,4,2,0.0,Relatively New,1819.0,0,0,0,0,0,1,157
2186,flat,dlf new town heights,sector 86,1.27,6580.0,3,4,3,19.0,Relatively New,1800.0,0,1,0,1,0,1,126
2187,flat,ss,sector 85,1.19,7121.0,2,2,3,11.0,Relatively New,1670.0,0,0,0,0,0,1,49
2188,flat,bptp terra,sector 37d,2.08,10000.0,4,4,3,0.0,New Property,2211.0,1,1,0,1,0,1,121
2189,flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,2,2,3,0.0,Relatively New,1073.0,0,0,0,0,0,1,49
2190,house,independent,sohna road,0.07,2527.0,1,1,0,1.0,Relatively New,33.0,0,0,0,0,0,1,0
2191,house,international city by sobha phase 1,sector 109,5.7,10556.0,4,4,3+,4.0,Relatively New,5400.0,1,1,0,0,0,1,98
2192,house,nul,sector 25,9.5,33404.0,9,9,3+,3.0,Old Property,2844.0,0,0,0,0,1,1,81
2193,flat,signature global city 81,sector 81,0.96,9766.0,2,2,2,1.0,Under Construction,1194.0,0,0,0,0,0,1,49
2194,flat,dlf the ultima,sector 81,2.35,11233.0,3,4,3+,18.0,Relatively New,1558.0,0,1,0,0,0,1,106
2195,flat,smart world orchard,sector 61,2.2,14203.0,3,3,2,4.0,New Property,1721.0,0,0,0,0,0,1,152
2196,house,eldeco mansionz,sector 48,5.15,18885.0,5,7,3,2.0,Moderately Old,2727.0,0,1,0,1,0,2,145
2197,flat,smart world orchard,sector 61,1.65,13750.0,2,2,2,1.0,Under Construction,1333.0,1,0,0,0,0,1,16
2198,flat,unitech the residences,sector 33,1.35,8738.0,3,4,2,8.0,Moderately Old,1398.0,0,1,0,0,0,1,49
2199,flat,signature global the millennia 3,sector 37d,0.5,7143.0,3,3,2,2.0,Under Construction,778.0,0,0,0,0,0,1,31
2200,house,bptp visionnaire,sector 70a,6.0,22222.0,5,4,3,3.0,New Property,2700.0,1,0,0,0,0,1,40
2202,flat,ats tourmaline,sector 109,2.1,8124.0,3,4,3+,11.0,Relatively New,2100.0,0,1,0,0,0,2,165
2203,flat,tulip orange,sector 70,1.1,8148.0,3,2,2,5.0,Relatively New,1350.0,0,0,0,0,0,1,0
2204,flat,huda ashok vihar phase,sector 4,0.43,6615.0,2,2,1,2.0,Relatively New,722.0,0,0,0,0,0,1,7
2205,flat,deepak minda,manesar,1.25,4715.0,4,4,3+,6.0,Moderately Old,2946.0,0,0,0,0,0,2,44
2207,flat,vatika seven elements,sector 89,1.6,8163.0,3,3,3,5.0,New Property,1774.0,0,0,0,0,0,1,58
2208,flat,dlf the primus,sector 82a,2.6,11439.0,4,4,3+,2.0,Relatively New,2273.0,0,0,0,0,1,1,38
2209,flat,vatika gurgaon,sector 83,1.4,7179.0,4,4,3,10.0,Relatively New,2167.0,0,1,0,0,0,1,35
2210,flat,m3m merlin,sector 67,2.78,13581.0,3,3,3+,4.0,Relatively New,2047.0,0,0,0,1,0,2,157
2212,flat,bestech park view residency,sector 2,0.56,8550.0,1,1,2,7.0,Moderately Old,722.0,0,0,0,0,0,1,92
2214,flat,emaar palm premier,sector 77,2.1,10500.0,3,4,3+,11.0,New Property,1600.0,0,1,0,0,0,2,129
2215,house,huda plots,sector 56,2.95,20359.0,2,2,2,1.0,Moderately Old,1449.0,0,0,0,0,0,1,31
2217,flat,emaar mgf emerald floors,sector 65,2.6,15758.0,3,3,3+,3.0,Relatively New,1650.0,0,0,0,0,0,1,0
2218,flat,imperia the esfera,sector 37c,0.7,4878.0,2,3,3+,12.0,Under Construction,1299.0,1,0,0,0,1,1,58
2219,house,independent,sector 25,10.85,38150.0,6,6,1,3.0,Relatively New,2844.0,0,0,1,0,0,2,136
2220,flat,aditya apartment,manesar,1.0,4032.0,3,4,0,3.0,New Property,2480.0,0,0,0,0,0,1,0
2221,house,independent,sector 4,0.55,6815.0,2,1,1,1.0,Moderately Old,75.0,0,0,0,0,0,1,0
2222,house,independent,sector 31,3.69,23699.0,4,4,2,2.0,Moderately Old,1557.0,1,1,0,1,0,2,75
2223,flat,ss the leaf,sector 85,2.0,8306.0,3,4,3,8.0,Relatively New,2179.0,0,1,0,0,0,1,21
2224,flat,paras dews,sector 106,1.17,6648.0,3,4,3+,12.0,Relatively New,1186.0,0,1,0,0,0,1,49
2225,house,independent,sector 12,1.5,11111.0,5,5,2,3.0,Old Property,1350.0,0,0,0,0,0,1,16
2226,flat,aipl zen residences,sector 70a,1.25,9905.0,2,2,3,19.0,Relatively New,1402.0,0,0,0,0,0,1,0
2227,flat,ansal api esencia,sector 67,1.2,7407.0,3,3,2,1.0,Relatively New,200.0,0,0,0,0,0,1,49
2228,flat,bestech park view ananda,sector 81,0.9,6618.0,2,2,3,8.0,New Property,1231.0,0,0,0,0,1,1,60
2229,flat,emaar mgf emerald estate,sector 65,1.7,21014.0,3,3,3,7.0,Relatively New,1081.0,1,0,0,0,0,2,116
2230,flat,the close north,sector 50,2.65,11277.0,3,3,3+,3.0,Moderately Old,2491.0,0,1,0,0,0,1,174
2231,flat,ashiana mulberry,sohna road,1.05,5412.0,2,2,3,1.0,New Property,1175.97,1,0,0,0,0,1,49
2232,flat,ireo skyon,sector 60,3.7,13214.0,4,5,3,10.0,Relatively New,2534.0,0,1,0,0,0,2,165
2233,house,independent,sector 57,3.49,20197.0,4,4,2,3.0,Moderately Old,1728.0,1,1,0,1,0,2,49
2234,flat,bptp terra,sector 37d,1.65,8791.0,3,3,2,15.0,Relatively New,1699.0,0,0,0,0,0,1,116
2235,flat,m3m ikonic,sector 68,1.8,9231.0,3,3,3+,18.0,Relatively New,1845.0,0,0,0,0,0,2,126
2236,flat,m3m woodshire,sector 107,0.8,5857.0,2,2,3+,6.0,Relatively New,1204.0,0,0,0,1,0,2,174
2237,house,project mianwali colony,sector 12,1.7,9444.0,1,1,2,1.0,Old Property,2000.0,0,0,0,0,0,1,0
2238,flat,hcbs sports ville,sohna road,0.27,4348.0,2,2,2,10.0,Relatively New,619.0,0,0,0,0,0,1,43
2239,house,independent,sector 8,0.45,9000.0,1,1,1,3.0,Moderately Old,556.0,0,0,0,0,0,1,0
